RACE_HISP,SEX,YEAR,BIRTHS
3,0,2035,56576
3,0,2036,56725
3,0,2037,56872
3,0,2038,57002
3,0,2039,57098
3,0,2040,57139
3,0,2041,57112
3,0,2042,57001
3,0,2043,56803
3,0,2044,56548
3,0,2045,56255
3,0,2046,55933
3,0,2047,55586
3,0,2048,55206
3,0,2049,54794
3,0,2050,54353
3,0,2051,53884
3,0,2052,53396
3,0,2053,52887
3,0,2054,52361
3,0,2055,51835
3,0,2056,51327
3,0,2057,50854
3,0,2058,50415
3,0,2059,50020
3,0,2060,49681
3,1,2023,27934
3,1,2024,28034
3,1,2025,28132
3,1,2026,28225
3,1,2027,28311
3,1,2028,28383
3,1,2029,28446
3,1,2030,28507
3,1,2031,28575
3,1,2032,28648
3,1,2033,28718
3,1,2034,28787
3,1,2035,28859
3,1,2036,28934
3,1,2037,29010
3,1,2038,29075
3,1,2039,29124
3,1,2040,29145
3,1,2041,29131
3,1,2042,29074
3,1,2043,28973
3,1,2044,28842
3,1,2045,28694
3,1,2046,28529
3,1,2047,28352
3,1,2048,28158
3,1,2049,27948
3,1,2050,27723
3,1,2051,27484
3,1,2052,27235
3,1,2053,26975
3,1,2054,26707
3,1,2055,26438
3,1,2056,26179
3,1,2057,25938
3,1,2058,25714
3,1,2059,25513
3,1,2060,25340
3,2,2023,26826
3,2,2024,26924
3,2,2025,27017
3,2,2026,27106
3,2,2027,27188
3,2,2028,27257
3,2,2029,27317
3,2,2030,27378
3,2,2031,27443
3,2,2032,27512
3,2,2033,27581
3,2,2034,27648
3,2,2035,27717
3,2,2036,27791
3,2,2037,27862
3,2,2038,27927
3,2,2039,27974
3,2,2040,27994
3,2,2041,27981
3,2,2042,27927
3,2,2043,27830
3,2,2044,27706
3,2,2045,27561
3,2,2046,27404
3,2,2047,27234
3,2,2048,27048
3,2,2049,26846
3,2,2050,26630
3,2,2051,26400
3,2,2052,26161
3,2,2053,25912
3,2,2054,25654
3,2,2055,25397
3,2,2056,25148
3,2,2057,24916
3,2,2058,24701
3,2,2059,24507
3,2,2060,24341
4,0,2023,219704
4,0,2024,226510
4,0,2025,233315
4,0,2026,240161
4,0,2027,247043
4,0,2028,253923
4,0,2029,260761
4,0,2030,267513
4,0,2031,274141
4,0,2032,280557
4,0,2033,286728
4,0,2034,292673
4,0,2035,298381
4,0,2036,303817
4,0,2037,308912
4,0,2038,313690
4,0,2039,318209
4,0,2040,322484
4,0,2041,326558
4,0,2042,330529
4,0,2043,334469
4,0,2044,338387
4,0,2045,342291
4,0,2046,346188
4,0,2047,350060
4,0,2048,353878
4,0,2049,357607
4,0,2050,361240
4,0,2051,364791
4,0,2052,368298
4,0,2053,371808
4,0,2054,375382
4,0,2055,379071
4,0,2056,382895
4,0,2057,386868
4,0,2058,390991
4,0,2059,395241
4,0,2060,399567
4,1,2023,113284
4,1,2024,116794
4,1,2025,120305
4,1,2026,123836
4,1,2027,127385
4,1,2028,130934
4,1,2029,134460
4,1,2030,137942
4,1,2031,141361
4,1,2032,144670
4,1,2033,147852
4,1,2034,150918
4,1,2035,153861
4,1,2036,156664
4,1,2037,159292
4,1,2038,161754
4,1,2039,164084
4,1,2040,166288
4,1,2041,168389
4,1,2042,170435
4,1,2043,172467
4,1,2044,174486
4,1,2045,176499
4,1,2046,178508
4,1,2047,180505
4,1,2048,182473
4,1,2049,184396
4,1,2050,186270
4,1,2051,188101
4,1,2052,189910
4,1,2053,191721
4,1,2054,193565
4,1,2055,195469
4,1,2056,197442
4,1,2057,199492
4,1,2058,201619
4,1,2059,203812
4,1,2060,206043
4,2,2023,106420
4,2,2024,109716
4,2,2025,113010
4,2,2026,116325
4,2,2027,119658
4,2,2028,122989
4,2,2029,126301
4,2,2030,129571
4,2,2031,132780
4,2,2032,135887
4,2,2033,138876
4,2,2034,141755
4,2,2035,144520
4,2,2036,147153
4,2,2037,149620
4,2,2038,151936
4,2,2039,154125
4,2,2040,156196
4,2,2041,158169
4,2,2042,160094
4,2,2043,162002
4,2,2044,163901
4,2,2045,165792
4,2,2046,167680
4,2,2047,169555
4,2,2048,171405
4,2,2049,173211
4,2,2050,174970
4,2,2051,176690
4,2,2052,178388
4,2,2053,180087
4,2,2054,181817
4,2,2055,183602
4,2,2056,185453
4,2,2057,187376
4,2,2058,189372
4,2,2059,191429
4,2,2060,193524
5,0,2023,11285
5,0,2024,11427
5,0,2025,11558
5,0,2026,11681
5,0,2027,11798
5,0,2028,11913
5,0,2029,12032
5,0,2030,12159
5,0,2031,12297
5,0,2032,12448
5,0,2033,12609
5,0,2034,12784
5,0,2035,12971
5,0,2036,13166
5,0,2037,13365
5,0,2038,13564
5,0,2039,13761
5,0,2040,13951
5,0,2041,14130
5,0,2042,14301
5,0,2043,14462
5,0,2044,14614
5,0,2045,14758
5,0,2046,14892
5,0,2047,15018
5,0,2048,15127
5,0,2049,15219
5,0,2050,15291
5,0,2051,15344
5,0,2052,15377
5,0,2053,15391
5,0,2054,15390
5,0,2055,15379
5,0,2056,15364
5,0,2057,15354
5,0,2058,15350
5,0,2059,15360
5,0,2060,15387
5,1,2023,5802
5,1,2024,5876
5,1,2025,5944
5,1,2026,6007
5,1,2027,6067
5,1,2028,6126
5,1,2029,6188
5,1,2030,6253
5,1,2031,6324
5,1,2032,6402
5,1,2033,6485
5,1,2034,6575
5,1,2035,6671
5,1,2036,6771
5,1,2037,6874
5,1,2038,6976
5,1,2039,7077
5,1,2040,7174
5,1,2041,7267
5,1,2042,7354
5,1,2043,7437
5,1,2044,7515
5,1,2045,7589
5,1,2046,7658
5,1,2047,7723
5,1,2048,7778
5,1,2049,7825
5,1,2050,7863
5,1,2051,7890
5,1,2052,7908
5,1,2053,7915
5,1,2054,7915
5,1,2055,7910
5,1,2056,7903
5,1,2057,7898
5,1,2058,7896
5,1,2059,7902
5,1,2060,7917
5,2,2023,5483
5,2,2024,5551
5,2,2025,5614
5,2,2026,5674
5,2,2027,5731
5,2,2028,5787
5,2,2029,5844
5,2,2030,5906
5,2,2031,5973
5,2,2032,6046
5,2,2033,6124
5,2,2034,6209
5,2,2035,6300
5,2,2036,6395
5,2,2037,6491
5,2,2038,6588
